id_docente,sede,unidad_academica,tipo_vinculacion,jornada,nivel_aprobado_corte,cursos_realizados_corte,cursos_aprobados_corte,cursos_reprobados_corte,tasa_aprobacion_corte,dias_desde_ultima_actividad,dias_desde_ultimo_avance,actividades_ultimos_90_dias,target_progreso_6m,prediccion_progreso_6m,probabilidad_progreso_6m,riesgo_no_progreso_6m,nombre_docente,carga_asignada,cursos_ultimos_90_dias,cursos_ultimos_180_dias,actividades_realizadas_corte,actividades_ultimos_180_dias,promedio_final_score_corte,promedio_dias_entre_actividades,nivel_riesgo,perfil_actividad,inactividad_90d,tramo_aprobacion,tramo_cursos_aprobados,tramo_actividad
DOC_000196,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,INICIAL,13,13,0,100.0,5,140,3,0,0,0.1923047620128964,0.8076952379871035,Docente Sintético 000196,2,0,1,31,7,85.41,22.53333333333333,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000197,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE,11,10,1,90.91,471,667,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000197,2,0,0,20,0,85.46,11.736842105263158,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000198,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,AVANZADO,19,18,1,94.74,51,135,5,0,0,0.0186111367850597,0.9813888632149402,Docente Sintético 000198,5,2,4,52,13,82.42,15.705882352941176,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000199,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,HABILITANTE,13,10,3,76.92,354,729,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000199,5,0,0,28,0,79.85,18.40740740740741,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000200,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000200,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000201,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,AVANZADO,21,20,1,95.24,62,329,4,0,0,0.0092582127449968,0.9907417872550032,Docente Sintético 000201,5,1,4,60,14,79.35,13.23728813559322,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000202,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,121,121,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000202,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000203,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE,11,10,1,90.91,45,228,4,0,0,0.0109066435644441,0.9890933564355558,Docente Sintético 000203,2,1,3,20,10,83.44,14.473684210526317,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000204,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL,3,2,1,66.67,83,699,1,0,0,0.0017141677659382,0.9982858322340618,Docente Sintético 000204,2,1,3,3,3,76.3,17.5,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,0–3,1–2
DOC_000205,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE,10,9,1,90.0,593,748,0,0,0,0.00024801461961475226,0.9997519853803852,Docente Sintético 000205,1,0,0,16,0,84.89,16.533333333333335,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000206,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,AVANZADO,18,17,1,94.44,89,221,1,0,0,0.0173407947792124,0.9826592052207876,Docente Sintético 000206,1,1,1,48,4,84.54,15.872340425531917,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000207,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL,4,3,1,75.0,313,486,0,0,0,0.00026399863559876816,0.9997360013644012,Docente Sintético 000207,1,0,0,4,0,88.4,6.333333333333333,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000208,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000208,1,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000209,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,INICIAL,15,14,1,93.33,499,579,0,0,0,0.0010552617309217,0.9989447382690784,Docente Sintético 000209,1,0,0,36,0,80.49,10.057142857142855,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000210,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL,1,0,1,0.0,472,486,0,0,0,0.00022633385217127292,0.9997736661478288,Docente Sintético 000210,1,0,0,1,0,67.6,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000211,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,263,357,0,0,0,0.0015096636427963,0.9984903363572036,Docente Sintético 000211,1,0,0,12,0,86.89,19.818181818181817,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000212,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,3,1,2,33.33,311,486,0,0,0,0.00022633385217127292,0.9997736661478288,Docente Sintético 000212,5,0,0,3,0,79.8,8.5,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000213,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,333,333,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000213,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000214,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,HABILITANTE,12,11,1,91.67,323,631,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000214,5,0,0,24,0,83.18,15.956521739130435,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000215,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,486,486,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000215,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000216,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,HABILITANTE,12,10,2,83.33,609,830,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000216,5,0,0,24,0,80.89,10.391304347826088,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000217,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,AVANZADO,18,18,0,100.0,181,254,0,0,0,0.0189684874337773,0.9810315125662228,Docente Sintético 000217,5,0,0,48,0,81.07,11.02127659574468,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000218,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,13,11,2,84.62,341,721,0,0,0,0.00021034983618725692,0.9997896501638128,Docente Sintético 000218,1,0,0,28,0,81.92,18.77777777777778,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000219,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO,17,17,0,100.0,3,144,2,0,0,0.3739613195190942,0.6260386804809057,Docente Sintético 000219,1,0,2,46,7,82.79,15.22222222222222,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000220,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,121,121,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000220,1,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000221,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,730,824,0,0,0,0.0010188481289889,0.998981151871011,Docente Sintético 000221,1,0,0,12,0,88.88,11.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000222,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL,8,3,5,37.5,442,852,0,0,0,0.00022633385217127292,0.9997736661478288,Docente Sintético 000222,1,0,0,8,0,81.6,6.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000223,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL,2,2,0,100.0,474,699,0,0,0,0.0010737770034183,0.9989262229965816,Docente Sintético 000223,1,0,0,2,0,94.75,10.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000224,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO,19,19,0,100.0,26,218,7,1,0,0.3680914249645315,0.6319085750354685,Docente Sintético 000224,1,2,2,52,8,80.69,15.882352941176473,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000225,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL,1,1,0,100.0,482,486,0,0,0,0.0011882451930523,0.9988117548069476,Docente Sintético 000225,1,0,0,1,0,88.2,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000226,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO,17,17,0,100.0,1,158,2,1,1,0.544610469843546,0.455389530156454,Docente Sintético 000226,1,0,1,46,6,83.71,18.822222222222223,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000227,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,333,333,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000227,1,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000228,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,532,667,0,0,0,0.0011864564152413,0.9988135435847588,Docente Sintético 000228,1,0,0,12,0,84.57,14.727272727272728,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000229,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE,10,9,1,90.0,683,800,0,0,0,0.00025275873394790767,0.999747241266052,Docente Sintético 000229,7,0,0,16,0,83.54,11.266666666666667,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000230,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,18,18,0,100.0,2,100,4,1,0,0.3093742897406897,0.6906257102593103,Docente Sintético 000230,7,1,3,48,12,80.6,14.808510638297872,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000231,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,20,18,2,90.0,0,150,11,0,0,0.0761025208712715,0.9238974791287284,Docente Sintético 000231,7,3,4,56,15,81.24,15.345454545454546,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000232,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL,5,3,2,60.0,312,333,0,0,0,0.0003176580530845149,0.9996823419469156,Docente Sintético 000232,7,0,0,5,0,80.32,4.25,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000233,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,18,17,1,94.44,179,253,0,0,0,0.002286431145377,0.9977135688546228,Docente Sintético 000233,7,0,1,48,1,80.11,10.936170212765957,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000234,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL,7,4,3,57.14,437,486,0,0,0,0.00035532283651201014,0.999644677163488,Docente Sintético 000234,7,0,0,7,0,85.99,7.166666666666667,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,4–6,0
DOC_000236,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL,4,2,2,50.0,456,486,0,0,0,0.0003176580530845149,0.9996823419469156,Docente Sintético 000236,7,0,0,4,0,76.12,6.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000237,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE,9,9,0,100.0,445,647,0,0,0,0.0016612676605111,0.9983387323394888,Docente Sintético 000237,7,0,0,12,0,89.87,22.818181818181817,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000238,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL,15,15,0,100.0,5,207,9,1,1,0.7260546397657673,0.2739453602342326,Docente Sintético 000238,7,2,2,39,11,81.15,12.526315789473683,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000239,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL,16,14,2,87.5,4,256,10,0,0,0.0687704690331968,0.9312295309668032,Docente Sintético 000239,7,3,3,40,12,80.78,21.71794871794872,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000240,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL,16,16,0,100.0,473,582,0,0,0,0.009648958324301,0.9903510416756988,Docente Sintético 000240,7,0,0,40,0,81.06,9.692307692307692,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000241,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,21,20,1,95.24,269,438,0,0,0,0.0006624754067401565,0.99933752459326,Docente Sintético 000241,7,0,0,60,0,78.12,9.88135593220339,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000242,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,18,17,1,94.44,91,157,0,0,0,0.00563906703337,0.99436093296663,Docente Sintético 000242,7,0,2,48,8,81.51,12.893617021276595,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000243,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,19,19,0,100.0,229,352,0,0,0,0.0047205305759296,0.9952794694240704,Docente Sintético 000243,7,0,0,52,0,83.45,9.137254901960784,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000244,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE,10,9,1,90.0,515,666,0,0,0,0.00025275873394790767,0.999747241266052,Docente Sintético 000244,7,0,0,16,0,83.82,12.066666666666666,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000245,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,17,17,0,100.0,32,32,5,0,0,0.0931563016415677,0.9068436983584324,Docente Sintético 000245,7,2,4,44,14,83.64,18.88372093023256,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000247,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL,7,4,3,57.14,66,486,3,0,0,0.0020963561536436,0.9979036438463564,Docente Sintético 000247,7,3,7,7,7,83.09,7.0,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,4–6,3–5
DOC_000248,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO,18,18,0,100.0,183,252,0,0,0,0.0107833801623828,0.9892166198376172,Docente Sintético 000248,7,0,0,48,0,82.0,10.95744680851064,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000249,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,333,333,0,0,0,0.0003801330812346003,0.9996198669187654,Docente Sintético 000249,7,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000250,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,15,15,0,100.0,41,242,6,0,0,0.1141754203267813,0.8858245796732187,Docente Sintético 000250,4,2,2,36,8,84.08,22.942857142857143,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000251,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,13,13,0,100.0,9,190,1,0,0,0.1958176887849231,0.8041823112150769,Docente Sintético 000251,4,0,0,29,1,83.79,16.535714285714285,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000252,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,12,0,100.0,416,642,0,0,0,0.0011666695050434,0.9988333304949566,Docente Sintético 000252,4,0,0,24,0,88.73,12.217391304347826,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000253,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,16,16,0,100.0,385,569,0,0,0,0.0178323873840768,0.9821676126159232,Docente Sintético 000253,4,0,0,40,0,84.28,11.615384615384617,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000254,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,17,15,2,88.24,35,329,5,0,0,0.0056035476855579,0.994396452314442,Docente Sintético 000254,4,2,4,44,14,80.06,18.837209302325583,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000255,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,10,2,83.33,428,666,0,0,0,0.00021509395052041235,0.9997849060494796,Docente Sintético 000255,4,0,0,24,0,80.97,11.565217391304348,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000256,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,11,1,91.67,509,782,0,0,0,0.00025275873394790767,0.999747241266052,Docente Sintético 000256,4,0,0,24,0,86.37,14.521739130434783,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000257,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,13,12,1,92.31,180,431,0,0,0,0.000274091000667905,0.999725908999332,Docente Sintético 000257,4,0,1,28,1,83.35,11.185185185185183,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000258,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,18,18,0,100.0,0,65,8,0,0,0.3650610335378619,0.6349389664621381,Docente Sintético 000258,4,2,5,48,18,82.96,14.74468085106383,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000259,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,14,14,0,100.0,94,197,0,0,0,0.0173492360169697,0.9826507639830304,Docente Sintético 000259,3,0,1,32,4,81.33,12.516129032258064,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000260,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,17,17,0,100.0,2,135,2,0,0,0.3463137563587006,0.6536862436412993,Docente Sintético 000260,3,0,1,46,6,82.46,15.4,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000261,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL,5,3,2,60.0,312,333,0,0,0,0.0003176580530845149,0.9996823419469156,Docente Sintético 000261,3,0,0,5,0,81.3,3.75,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000262,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,11,1,91.67,327,643,0,0,0,0.00033933882052799425,0.999660661179472,Docente Sintético 000262,3,0,0,24,0,85.3,16.17391304347826,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000263,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,10,10,0,100.0,508,649,0,0,0,0.0011666695050434,0.9988333304949566,Docente Sintético 000263,3,0,0,16,0,86.74,12.333333333333334,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000264,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL,5,3,2,60.0,100,121,0,0,0,0.000498161224738129,0.999501838775262,Docente Sintético 000264,3,0,5,5,5,79.42,3.75,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000265,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0007865574615338054,0.9992134425384662,Docente Sintético 000265,3,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000266,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,18,18,0,100.0,177,259,0,0,0,0.0182020958863677,0.9817979041136322,Docente Sintético 000266,3,0,1,48,1,83.52,11.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000267,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,11,11,0,100.0,547,800,0,0,0,0.0080310273694013,0.9919689726305988,Docente Sintético 000267,3,0,0,20,0,90.17,16.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000268,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,20,20,0,100.0,297,438,0,0,0,0.0051659977806503,0.9948340022193496,Docente Sintético 000268,3,0,0,56,0,82.0,10.090909090909092,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000269,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,11,1,91.67,440,660,0,0,0,0.00021509395052041235,0.9997849060494796,Docente Sintético 000269,3,0,0,24,0,80.86,11.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000270,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,20,20,0,100.0,196,333,0,0,0,0.0100191926093803,0.9899808073906196,Docente Sintético 000270,3,0,0,56,0,81.13,11.927272727272728,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000271,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,17,17,0,100.0,2,139,3,1,0,0.4173650125685311,0.5826349874314689,Docente Sintético 000271,3,0,1,47,7,82.16,15.08695652173913,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000272,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,20,20,0,100.0,7,247,9,1,1,0.8286929285038338,0.1713070714961662,Docente Sintético 000272,3,3,3,56,12,80.63,15.145454545454545,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000273,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,11,8,3,72.73,472,665,0,0,0,0.00021509395052041235,0.9997849060494796,Docente Sintético 000273,3,0,0,20,0,82.8,11.578947368421051,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000274,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0007865574615338054,0.9992134425384662,Docente Sintético 000274,3,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000275,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL,13,13,0,100.0,3,200,3,1,0,0.4239767587391108,0.5760232412608892,Docente Sintético 000275,3,0,0,31,3,83.64,16.066666666666666,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000276,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,21,19,2,90.48,60,325,4,0,0,0.0044773823699389,0.995522617630061,Docente Sintético 000276,3,1,4,60,13,81.23,13.372881355932204,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000277,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO,20,20,0,100.0,6,125,10,1,1,0.8310673954720141,0.1689326045279858,Docente Sintético 000277,3,3,5,57,19,80.55,14.946428571428571,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000278,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL,5,2,3,40.0,448,486,0,0,0,0.0003176580530845149,0.9996823419469156,Docente Sintético 000278,3,0,0,5,0,81.38,6.75,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000279,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,12,11,1,91.67,524,791,0,0,0,0.00025275873394790767,0.999747241266052,Docente Sintético 000279,3,0,0,24,0,85.13,13.956521739130435,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000281,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE,11,9,2,81.82,640,796,0,0,0,0.00021509395052041235,0.9997849060494796,Docente Sintético 000281,3,0,0,20,0,82.83,10.842105263157896,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
