id_docente,sede,unidad_academica,tipo_vinculacion,jornada,nivel_aprobado_corte
DOC_000235,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,EXPERTO
DOC_000236,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000237,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000238,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL
DOC_000239,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL
DOC_000240,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,INICIAL
DOC_000241,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000242,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000243,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000244,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000245,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000246,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,EXPERTO
DOC_000247,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000248,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000249,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000250,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000251,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000252,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000253,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000254,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000255,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000256,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000257,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000258,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000259,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000260,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000261,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000262,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000263,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000264,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000265,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000266,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000267,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000268,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000269,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000270,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000271,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000272,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000273,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000274,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000275,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000276,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000277,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000278,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000279,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000280,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000281,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000282,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000283,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000284,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000285,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,INICIAL
DOC_000286,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000287,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000288,SANTIAGO,FORMACIÓN GENERAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000289,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000290,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,EXPERTO
DOC_000291,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000292,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000293,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000294,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000295,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000296,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000297,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000298,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000299,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000300,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000301,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000302,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000303,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,INICIAL
DOC_000304,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000305,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,INICIAL
DOC_000306,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000307,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000308,SANTIAGO,INGENIERÍA CIVIL INDUSTRIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000309,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000310,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,EXPERTO
DOC_000311,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000312,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000313,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000314,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,EXPERTO
DOC_000315,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,REGULAR,CONTRATADO,AVANZADO
DOC_000316,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000317,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000318,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000319,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000320,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000321,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000322,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000323,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000324,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000325,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000326,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,INICIAL
DOC_000327,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000328,SANTIAGO,INGENIERÍA CIVIL INFORMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000329,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,INICIAL
DOC_000330,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,AVANZADO
DOC_000331,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,AVANZADO
DOC_000332,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,AVANZADO
DOC_000333,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,EXPERTO
DOC_000334,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000335,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000336,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000337,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000338,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,INICIAL
DOC_000339,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000340,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000341,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000342,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,INICIAL
DOC_000343,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000344,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000345,SANTIAGO,INGENIERÍA CIVIL QUÍMICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000346,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000347,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000348,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000349,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000350,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000351,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,INICIAL
DOC_000352,SANTIAGO,INGENIERÍA COMERCIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000353,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000354,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000355,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000356,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000357,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000358,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000359,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000360,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000361,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000362,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000363,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,INICIAL
DOC_000364,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000365,SANTIAGO,INGENIERÍA COMERCIAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000366,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,HABILITANTE
DOC_000367,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000368,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000369,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,HABILITANTE
DOC_000370,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000371,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000372,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000373,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,AVANZADO
DOC_000374,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,EXPERTO
DOC_000375,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000376,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000377,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000378,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000379,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000380,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000381,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000382,SANTIAGO,INGENIERÍA EN ADMINISTRACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000383,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000384,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,INICIAL
DOC_000385,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000386,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,HABILITANTE
DOC_000387,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,HABILITANTE
DOC_000388,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000389,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000390,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,AVANZADO
DOC_000391,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000392,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,AVANZADO
DOC_000393,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000394,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000395,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000396,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000397,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000398,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000399,SANTIAGO,INGENIERÍA EN CONSTRUCCIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000400,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,AVANZADO
DOC_000401,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000402,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000403,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,HABILITANTE
DOC_000404,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000405,SANTIAGO,KINESIOLOGÍA,REGULAR,CONTRATADO,INICIAL
DOC_000406,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000407,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000408,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000409,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000410,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,EXPERTO
DOC_000411,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000412,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000413,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000414,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000415,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000416,SANTIAGO,KINESIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000417,SANTIAGO,LICENCIATURA EN ARTES VISUALES,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000418,SANTIAGO,LICENCIATURA EN ARTES VISUALES,REGULAR,CONTRATADO,INICIAL
DOC_000419,SANTIAGO,LICENCIATURA EN ARTES VISUALES,REGULAR,CONTRATADO,AVANZADO
DOC_000420,SANTIAGO,LICENCIATURA EN ARTES VISUALES,REGULAR,CONTRATADO,AVANZADO
DOC_000421,SANTIAGO,LICENCIATURA EN ARTES VISUALES,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000422,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,HABILITANTE
DOC_000423,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,HABILITANTE
DOC_000424,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,INICIAL
DOC_000425,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,INICIAL
DOC_000426,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,AVANZADO
DOC_000427,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000428,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000429,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,HABILITANTE
DOC_000430,SANTIAGO,LICENCIATURA EN ARTES VISUALES,ADJUNTO,POR HORAS,HABILITANTE
DOC_000431,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000432,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000433,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000434,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,AVANZADO
DOC_000435,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,EXPERTO
DOC_000436,SANTIAGO,MEDICINA,REGULAR,CONTRATADO,AVANZADO
DOC_000437,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000438,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000439,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000440,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000441,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000442,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,AVANZADO
DOC_000443,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,AVANZADO
DOC_000444,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,AVANZADO
DOC_000445,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000446,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000447,SANTIAGO,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000448,SANTIAGO,NUTRICIÓN Y DIETÉTICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000449,SANTIAGO,NUTRICIÓN Y DIETÉTICA,REGULAR,CONTRATADO,INICIAL
DOC_000450,SANTIAGO,NUTRICIÓN Y DIETÉTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000451,SANTIAGO,NUTRICIÓN Y DIETÉTICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000452,SANTIAGO,NUTRICIÓN Y DIETÉTICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000453,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000454,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000455,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,INICIAL
DOC_000456,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000457,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000458,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000459,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000460,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000461,SANTIAGO,NUTRICIÓN Y DIETÉTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000462,SANTIAGO,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,INICIAL
DOC_000463,SANTIAGO,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,HABILITANTE
DOC_000464,SANTIAGO,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,AVANZADO
DOC_000465,SANTIAGO,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,HABILITANTE
DOC_000466,SANTIAGO,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000467,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000468,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000469,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,AVANZADO
DOC_000470,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000471,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000472,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000473,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,AVANZADO
DOC_000474,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000475,SANTIAGO,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,AVANZADO
DOC_000476,SANTIAGO,ODONTOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000477,SANTIAGO,ODONTOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000478,SANTIAGO,ODONTOLOGÍA,ADJUNTO,POR HORAS,INICIAL
DOC_000479,SANTIAGO,ODONTOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000480,SANTIAGO,ODONTOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000481,SANTIAGO,ODONTOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000482,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000483,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000484,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,SIN_NIVEL
